## Report
〔bg=#BFBFBF,b〕TITLE	〔b〕REPORT TEST MATERIAL CD FROM NEW SUPPLIER GES TRADING _201507																〔bg=#BFBFBF,b〕Dept	〔b〕ME
																	〔bg=#BFBFBF,b〕Date	〔b〕28/Apr
																	〔bg=#BFBFBF,b〕Marker	〔b〕Le
〔bg=#BFBFBF,b〕I. Purpose.																		
 -  Test lot material CD from new supplier GES Trading OK or Not ?																		
〔bg=#BFBFBF,b〕II. Content.																		
TEST compare lot CD with other condition :																		
 + Plasma => PQC check dyne pen : 10EA																		
 + Test tension : 10EA																		
 + Test ass'y VP+CD check separate VP/CD 																		
 + Make sample and check funtion 																		
〔bg=#BFBFBF,b〕3.Result 																		
	〔b〕1. Result  Check Dyne Pen and Tension Test 																	
	〔bg=#B7DEE8,b〕No	〔bg=#B7DEE8,b〕Date 	〔bg=#B7DEE8,b〕Content 	〔bg=#B7DEE8,b〕Input	〔bg=#B7DEE8,b〕OK 	〔bg=#B7DEE8,b〕Dyne Pen 40	〔bg=#B7DEE8,b〕Tension Test	〔bg=#B7DEE8,b〕Total NG 	〔bg=#B7DEE8,b〕NG Rate									
						〔bg=#B7DEE8,b〕NG 	〔bg=#B7DEE8,b〕NG 											
	1	4/28/2025	〔bg=#FDE9D9〕New Supplier   GES Trading 	〔bg=#FDE9D9〕10	〔bg=#FDE9D9〕10	〔bg=#FDE9D9〕0		〔bg=#FDE9D9〕0	〔bg=#FDE9D9,fg=#FF0000〕0.0%									
						〔bg=#FDE9D9,fg=#FF0000〕0.0%	〔bg=#FDE9D9,fg=#FF0000〕0.0%											
	2		Normal   ( Supplier Ralon)	5	5	0		0	〔fg=#FF0000〕0.0%									
						〔fg=#FF0000〕0.0%	〔fg=#FF0000〕0.0%											
	〔b〕2. Result  Check Separate VP/CD 																	
	〔bg=#B7DEE8,b〕No	〔bg=#B7DEE8,b〕Date 	〔bg=#B7DEE8,b〕Content 	〔bg=#B7DEE8,b〕Input	〔bg=#B7DEE8,b〕OK 	〔bg=#B7DEE8,b〕NG separate VP/CD 	〔bg=#B7DEE8,b〕Total NG 											
	1	4/28/2025	〔bg=#FDE9D9〕New Supplier   GES Trading 	〔bg=#FDE9D9〕167	〔bg=#FDE9D9〕167	〔bg=#FDE9D9〕0	〔bg=#FDE9D9,fg=#FF0000〕0.0%											
	2		Normal   ( Supplier Ralon)	191	190.989528795812	2	〔fg=#FF0000〕1.0%											
	〔b〕3. Result check Function 																	
	〔bg=#B7DEE8,b〕No	〔bg=#B7DEE8,b〕Date Test	〔bg=#B7DEE8,b〕Content 	〔bg=#B7DEE8,b〕Input	〔bg=#B7DEE8,b〕OK	〔bg=#B7DEE8,b〕Sigma 				〔bg=#B7DEE8,b〕Hearing		〔bg=#B7DEE8,b〕Total NG	〔bg=#B7DEE8,b〕NG Rate	〔bg=#B7DEE8,b〕Note				
						〔bg=#B7DEE8,b〕SPL 	〔bg=#B7DEE8,b〕THD 	〔bg=#B7DEE8,b〕SPL+THD 	〔bg=#B7DEE8,b〕SPL+THD+F0	〔bg=#B7DEE8,b〕Noise 	〔bg=#B7DEE8,b〕Touch 							
	1	4/28/2025	〔bg=#FDE9D9〕New Supplier   GES Trading 	〔bg=#FDE9D9〕166	〔bg=#FDE9D9〕145	〔bg=#FDE9D9〕1	〔bg=#FDE9D9〕1	〔bg=#FDE9D9〕0	〔bg=#FDE9D9〕0	〔bg=#FDE9D9〕2	〔bg=#FDE9D9〕19	〔bg=#FDE9D9〕21	〔bg=#FDE9D9,fg=#FF0000〕12.7%					
						〔bg=#FDE9D9,fg=#FF0000〕0.6%	〔bg=#FDE9D9,fg=#FF0000〕0.6%	〔bg=#FDE9D9,fg=#FF0000〕0.0%	〔bg=#FDE9D9,fg=#FF0000〕0.0%	〔bg=#FDE9D9,fg=#FF0000〕1.2%	〔bg=#FDE9D9,fg=#FF0000〕11.4%							
	2		Normal   (Supplier Ralon)	189	184	0	0	0	0	3	2	5	〔fg=#FF0000〕2.6%					
						〔fg=#FF0000〕0.0%	〔fg=#FF0000〕0.0%	〔fg=#FF0000〕0.0%	〔fg=#FF0000〕0.0%	〔fg=#FF0000〕1.6%	〔fg=#FF0000〕1.1%							
	〔b〕3.Result check tension VP + CD ass'y ( Spec : 1.2kgf ) 																	
	〔bg=#B7DEE8,b〕Date Test	〔bg=#B7DEE8,b〕Line	〔bg=#B7DEE8,b〕Content 	〔bg=#B7DEE8,b〕Sample #1	〔bg=#B7DEE8,b〕Sample #2	〔bg=#B7DEE8,b〕Sample #3	〔bg=#B7DEE8,b〕Sample #4	〔bg=#B7DEE8,b〕Sample #5	〔bg=#B7DEE8,b〕Sample #6	〔bg=#B7DEE8,b〕Sample #7	〔bg=#B7DEE8,b〕Sample #8	〔bg=#B7DEE8,b〕Sample #9	〔bg=#B7DEE8,b〕Sample #10	〔bg=#B7DEE8,b〕Min	〔bg=#B7DEE8,b〕Max	〔bg=#B7DEE8,b〕Average	〔bg=#B7DEE8,b〕Note 	
	8/23/2025	C2-2A	New Supplier   GES Trading 	2.830	3.263	3.263	3.427	3.012	2.570	3.324	3.007	3.963	2.784	〔bg=#D8E4BC〕2.570	〔bg=#76933C〕3.963	〔bg=#B1A0C7〕3.144		
			Normal   ( Supplier Ralon)	3.230	3.231	3.089	2.820	2.840						〔bg=#D8E4BC〕2.820	〔bg=#76933C〕3.231	〔bg=#B1A0C7〕3.042		
	〔b〕5. Result Decap NG Sigma +Hearing 																	
〔bg=#BFBFBF,b〕4. Decision																		

## Decap NG
〔bg=#C0C0C0,b〕TITLE		〔b〕REPORT ANALYZE NG FUNCTION MODEL L20S15- 07DT																〔bg=#C0C0C0,b〕Dept	ME			
																		〔bg=#C0C0C0,b〕Date	28-Apr-25			
																		〔bg=#C0C0C0,b〕Maker	〔b〕Trang			
〔bg=#C0C0C0,b〕1. Problem																						
-NG function MSU L20S15 - 07DT																						
〔bg=#C0C0C0,b〕2. Result NG 																						
〔bg=#C0C0C0,b〕3. Result analysis NG Function																						
〔fg=#FF0000〕- Data analysis  Sigma +Hearing																						〔fg=#FFFFFF,b〕No
	〔b〕TYPE				〔b〕Total	〔b〕Q'ty	〔b〕Portion	〔b〕Decap reason														
	Coil offset				15	4	26.7%															
	Particle ( NG Sigma)					1	6.7%															
	Don't know reason 					10	66.7%															
〔bg=#C0C0C0,b〕4. DECISION																						
			〔b〕RESULT ANALYSE NG FUNCTION OF MSU- L20S15 - 07DT       																			
			〔bg=#C5D9F1〕No	〔bg=#C5D9F1〕Reason NG	〔bg=#C5D9F1〕Q'ty analyse	〔bg=#C5D9F1〕Q'ty NG		〔bg=#C5D9F1,fg=#FF0000〕NG rate	〔bg=#C5D9F1〕Portion													
			1	Coil offset	15	4		〔fg=#FF0000〕0.266666666666667	〔fg=#FF0000〕0.266666666666667													
			2	Particle ( NG Sigma)		1		〔fg=#FF0000〕0.0666666666666667	〔fg=#FF0000〕0.0666666666666667													
			3	Don't know reason 		10		〔fg=#FF0000〕0.666666666666667	〔fg=#FF0000〕0.666666666666667													

## NTI_종합
〔b〕MASK	
HZ	%
100	90
240	42
312	35
500	25
1000	10
2000	8
4500	6
7000	10
14000	8

## SPL DATA_(NTI
	〔fg=#0000FF,b〕MASK 1	〔fg=#0000FF,b〕MASK 2	〔fg=#0000FF,b〕 ST 		〔fg=#0000FF,b〕Test GES #1	〔fg=#0000FF,b〕Test GES #2	〔fg=#0000FF,b〕Test GES #3	〔fg=#0000FF,b〕Test GES #4	〔fg=#0000FF,b〕Test GES #5	〔fg=#0000FF,b〕Test GES #6	〔fg=#0000FF,b〕Test GES #7	〔fg=#0000FF,b〕Test GES #8	〔fg=#0000FF,b〕Test GES #9	〔fg=#0000FF,b〕Test GES #10	〔fg=#FF0000,b〕Test GES AVG		〔fg=#0000FF,b〕Normal #1	〔fg=#0000FF,b〕Normal #2	〔fg=#0000FF,b〕Normal #3	〔fg=#0000FF,b〕Normal #4	〔fg=#0000FF,b〕Normal #5	〔fg=#0000FF,b〕Normal #6	〔fg=#0000FF,b〕Normal #7	〔fg=#0000FF,b〕Normal #8	〔fg=#0000FF,b〕Normal #9	〔fg=#0000FF,b〕Normal #10	〔fg=#FF0000,b〕Normal AVG
2000	0.58892		0.71189	0.77407	0.72737	0.74019	0.87323	0.65364	0.66859	0.82295	0.70778	0.81447	0.73349		0.68454	0.65716	0.79903	0.69018	0.7369	0.93049	0.80249	0.86946	0.75676	0.90085	0.85201
2120	0.51777		0.60986	0.66437	0.62486	0.63586	0.75721	0.56097	0.57413	0.70801	0.60543	0.70402	0.63051		0.589	0.56598	0.69774	0.60003	0.64154	0.81048	0.6946	0.76095	0.65952	0.78404	0.74192
2240	0.45683		0.52413	0.57096	0.53678	0.54648	0.65546	0.48245	0.49484	0.61171	0.5191	0.60855	0.54333		0.50866	0.4882	0.60767	0.51816	0.55901	0.70365	0.59889	0.66034	0.57032	0.67894	0.64243
2360	0.40199		0.45463	0.4953	0.46282	0.47024	0.57281	0.41887	0.43111	0.53498	0.44625	0.53022	0.47229		0.43992	0.42597	0.52821	0.44631	0.48558	0.61426	0.51631	0.57249	0.49415	0.59245	0.55793
2500	0.34909		0.38096	0.41429	0.38119	0.39072	0.48498	0.35329	0.36351	0.45539	0.369	0.44717	0.39767		0.36765	0.36108	0.42979	0.36975	0.40597	0.52611	0.42754	0.47897	0.41602	0.49963	0.46965
2650	0.28714		0.30592	0.32076	0.29056	0.30265	0.37526	0.28224	0.28993	0.36422	0.28435	0.35284	0.31472		0.28275	0.29872	0.32497	0.29997	0.31133	0.41162	0.33637	0.37395	0.33444	0.38225	0.36773
2800	0.27074		0.24331	0.23365	0.21054	0.2303	0.28507	0.21907	0.22337	0.27225	0.20457	0.26391	0.23663		0.20279	0.24366	0.23602	0.23609	0.22764	0.29849	0.25546	0.27389	0.25864	0.27162	0.27162
3000	0.23198		0.18968	0.16655	0.1549	0.16299	0.20567	0.16622	0.16669	0.19545	0.14659	0.19166	0.17332		0.14588	0.19839	0.17726	0.18091	0.16782	0.20937	0.20401	0.19997	0.20449	0.18513	0.20059
3150	0.2121		0.17407	0.14438	0.13895	0.14251	0.17329	0.15002	0.14742	0.17073	0.13306	0.16707	0.15366		0.13885	0.1884	0.16591	0.16693	0.16526	0.17497	0.20356	0.20043	0.18974	0.16263	0.18627
3350	0.19772		0.18409	0.14968	0.15665	0.1574	0.17535	0.16797	0.17051	0.17765	0.1507	0.17239	0.16784		0.16574	0.21278	0.1815	0.20347	0.18575	0.18569	0.24401	0.20979	0.21053	0.16705	0.20341
3550	0.20707		0.21369	0.17936	0.19358	0.19401	0.20777	0.20906	0.2171	0.20818	0.18615	0.20228	0.20455		0.21888	0.25908	0.21747	0.26594	0.20288	0.2288	0.30614	0.24661	0.24878	0.19942	0.24595
3750	0.23498		0.24806	0.21451	0.2304	0.24019	0.24306	0.25665	0.27151	0.24089	0.23121	0.23827	0.24771		0.28733	0.3179	0.26046	0.35009	0.25317	0.27852	0.33126	0.30092	0.29702	0.24893	0.29133
4000	0.30753		0.29355	0.25407	0.28355	0.31093	0.27661	0.31233	0.34106	0.2717	0.29921	0.27443	0.29975		0.38144	0.39711	0.3251	0.44288	0.33718	0.32392	0.40534	0.36234	0.3568	0.30182	0.35004
4250	0.39564		0.36203	0.31755	0.36903	0.40546	0.33382	0.39378	0.43547	0.31907	0.3839	0.32365	0.37117		0.49429	0.49771	0.40794	0.52841	0.43917	0.37508	0.49939	0.43776	0.43657	0.36709	0.42318
4500	0.46725		0.43549	0.39694	0.46257	0.49608	0.40305	0.48731	0.52829	0.3772	0.47876	0.38727	0.45177		0.61423	0.59922	0.49196	0.62701	0.54565	0.43531	0.59104	0.52746	0.53115	0.4573	0.50845
4750	0.55225		0.52608	0.48302	0.5632	0.60627	0.46772	0.6102	0.64628	0.45657	0.60931	0.46404	0.55728		0.76432	0.70635	0.59877	0.71991	0.68209	0.50781	0.70285	0.61507	0.62053	0.5487	0.59899
5000	0.63006		0.62595	0.56411	0.65896	0.71837	0.53474	0.74151	0.76123	0.53931	0.71345	0.54155	0.65941		0.8851	0.82763	0.70473	0.84284	0.80638	0.57262	0.81339	0.71202	0.72255	0.64768	0.69365
5300	0.69949		0.70867	0.63985	0.74159	0.80444	0.59386	0.84802	0.85578	0.61388	0.78219	0.6127	0.74251		0.9608	0.92065	0.77543	0.93993	0.86903	0.62834	0.8772	0.75895	0.7916	0.71063	0.75334
5600	0.74274		0.73057	0.67092	0.76581	0.82931	0.60971	0.86711	0.86765	0.64657	0.79545	0.63892	0.76314		0.97222	0.94425	0.79448	0.94277	0.87894	0.63921	0.86785	0.7788	0.79919	0.73012	0.76303
6000	0.79141		0.72808	0.67229	0.75035	0.82042	0.59608	0.8522	0.84356	0.64756	0.78313	0.63029	0.75135		0.9556	0.9331	0.79463	0.91407	0.88955	0.61691	0.827	0.76126	0.79952	0.71212	0.74336
6300	0.80051		0.71631	0.65639	0.7361	0.79819	0.57717	0.8274	0.81737	0.63626	0.76032	0.61611	0.73149		0.92659	0.90967	0.79171	0.8737	0.87782	0.60227	0.83438	0.74723	0.79016	0.69508	0.73382
6700	0.75571		0.6865	0.63194	0.70302	0.74702	0.55377	0.78785	0.76638	0.61587	0.69935	0.59041	0.69197		0.84979	0.84581	0.74867	0.81231	0.82006	0.56939	0.78565	0.70917	0.75762	0.66109	0.69658
7100	0.66786		0.60828	0.56103	0.61466	0.64765	0.48503	0.69632	0.66551	0.55347	0.61564	0.52827	0.61184		0.73651	0.73288	0.66164	0.73077	0.71486	0.49925	0.68625	0.62811	0.6751	0.58678	0.61510
7500	0.58548		0.52829	0.48237	0.52585	0.55967	0.41489	0.60442	0.57464	0.49302	0.53468	0.46342	0.53404		0.6263	0.62586	0.5829	0.63473	0.61562	0.43468	0.59414	0.5357	0.57531	0.49686	0.52734
8000	0.43401		0.40966	0.38149	0.40248	0.42603	0.32791	0.45646	0.43452	0.40287	0.3918	0.37408	0.41195		0.45804	0.49306	0.46263	0.52417	0.45897	0.35335	0.45616	0.43294	0.46211	0.39432	0.41978
8500	0.34326		0.30115	0.29429	0.29316	0.31227	0.25654	0.31954	0.31596	0.31537	0.2893	0.29341	0.30672		0.33152	0.36375	0.35006	0.39615	0.33401	0.29094	0.33007	0.33194	0.35257	0.29703	0.32051
9000	0.28499		0.23296	0.2298	0.22192	0.23795	0.21184	0.2359	0.24155	0.24629	0.22754	0.23322	0.23690		0.25246	0.2772	0.28171	0.30967	0.2683	0.24522	0.26005	0.26543	0.29116	0.23832	0.26004
9500	0.23622		0.19914	0.18945	0.18378	0.19555	0.18417	0.19918	0.20692	0.20101	0.19398	0.19753	0.19972		0.20702	0.22369	0.2381	0.26363	0.23208	0.20977	0.22727	0.22508	0.25359	0.20449	0.22404
10000	0.18208		0.17398	0.16084	0.16188	0.16825	0.16215	0.17132	0.18076	0.17336	0.17186	0.17581	0.17462		0.16762	0.18642	0.2012	0.22345	0.20194	0.18392	0.20261	0.19674	0.21383	0.18243	0.19591
10600	0.14482		0.15419	0.14636	0.14396	0.15244	0.15072	0.15541	0.15715	0.15749	0.15859	0.15874	0.15748		0.13461	0.15654	0.16399	0.18887	0.16673	0.15415	0.17074	0.16036	0.17946	0.15455	0.16385
11200	0.12988		0.13869	0.13091	0.13039	0.14255	0.13818	0.14379	0.14292	0.14548	0.15927	0.14685	0.14766		0.12547	0.14496	0.15071	0.16926	0.15044	0.13902	0.15359	0.14261	0.15946	0.13696	0.14633
11800	0.12321		0.14451	0.13573	0.13763	0.14683	0.1442	0.15242	0.14721	0.15112	0.16273	0.15254	0.15320		0.12529	0.15171	0.15886	0.16899	0.15621	0.14343	0.15713	0.1476	0.16135	0.14149	0.15020
12500	0.12685		0.14808	0.13958	0.14122	0.14805	0.14515	0.15493	0.14805	0.15302	0.1614	0.15467	0.15441		0.12943	0.15575	0.16295	0.16644	0.16061	0.147	0.15919	0.15235	0.16386	0.14492	0.15346
13200	0.13978		0.15016	0.14031	0.14486	0.14623	0.14733	0.15366	0.14681	0.14995	0.15692	0.15408	0.15228		0.12676	0.15656	0.1603	0.16446	0.16237	0.14512	0.15582	0.15403	0.1658	0.14294	0.15274
14000	0.14781		0.14052	0.12945	0.14051	0.1331	0.14233	0.1396	0.13247	0.13686	0.1391	0.14181	0.13797		0.11802	0.14063	0.14627	0.14663	0.15001	0.13326	0.14613	0.14171	0.15363	0.13131	0.14121
	PASSED		PASSED	PASSED	PASSED	PASSED	PASSED	PASSED	PASSED	PASSED	PASSED	PASSED			PASSED	PASSED	PASSED	PASSED	PASSED	PASSED	PASSED	PASSED	PASSED	PASSED	

## IMP  DATA_(NTI
	〔fg=#0000FF,b〕 ST 		〔fg=#0000FF,b〕Test GES #1	〔fg=#0000FF,b〕Test GES #2	〔fg=#0000FF,b〕Test GES #3	〔fg=#0000FF,b〕Test GES #4	〔fg=#0000FF,b〕Test GES #5	〔fg=#0000FF,b〕Test GES #6	〔fg=#0000FF,b〕Test GES #7	〔fg=#0000FF,b〕Test GES #8	〔fg=#0000FF,b〕Test GES #9	〔fg=#0000FF,b〕Test GES #10	〔fg=#FF0000,b〕Test GES AVG		〔fg=#0000FF,b〕Normal #1	〔fg=#0000FF,b〕Normal #2	〔fg=#0000FF,b〕Normal #3	〔fg=#0000FF,b〕Normal #4	〔fg=#0000FF,b〕Normal #5	〔fg=#0000FF,b〕Normal #6	〔fg=#0000FF,b〕Normal #7	〔fg=#0000FF,b〕Normal #8	〔fg=#0000FF,b〕Normal #9	〔fg=#0000FF,b〕Normal #10	〔fg=#FF0000,b〕Normal AVG
100	6.43727		6.37354	6.60078	6.571	6.47815	6.46258	6.47093	6.45731	6.43211	6.51532	6.44324	6.46378		6.43323	6.46981	6.60445	6.53294	6.50813	6.50005	6.47263	6.58525	6.44193	6.5345	6.50687
106	6.5017		6.44034	6.65118	6.61298	6.53797	6.52804	6.53726	6.52379	6.49814	6.58259	6.50979	6.53031		6.49892	6.537	6.66496	6.59084	6.56949	6.56296	6.53557	6.64275	6.50759	6.59974	6.56972
112	6.55325		6.49481	6.69891	6.6633	6.58959	6.58126	6.59054	6.57697	6.55189	6.638	6.56298	6.58408		6.55178	6.59071	6.71528	6.63761	6.62096	6.61363	6.58755	6.69377	6.56092	6.65158	6.62149
118	6.59571		6.54013	6.73897	6.70042	6.63075	6.62444	6.63386	6.6209	6.59693	6.68324	6.60689	6.62836		6.59602	6.63402	6.75627	6.6773	6.66355	6.65574	6.631	6.73324	6.60559	6.69402	6.66392
125	6.6387		6.58494	6.77823	6.74002	6.67453	6.66795	6.67648	6.6638	6.64071	6.72885	6.64946	6.67186		6.64016	6.67882	6.79803	6.71871	6.7039	6.69846	6.67331	6.76945	6.64898	6.73714	6.70547
132	6.67429		6.62219	6.81145	6.77285	6.71129	6.70447	6.71146	6.69997	6.67887	6.76702	6.68504	6.70847		6.67688	6.71521	6.83296	6.75027	6.7372	6.73406	6.70932	6.80458	6.6856	6.7719	6.74109
140	6.70959		6.6598	6.84451	6.80326	6.75137	6.73967	6.7478	6.73674	6.7143	6.8041	6.72064	6.74472		6.71398	6.75202	6.86856	6.78401	6.77121	6.76903	6.74375	6.83856	6.72139	6.80601	6.77575
150	6.74774		6.69851	6.8805	6.83526	6.79254	6.77768	6.78568	6.77558	6.75231	6.84434	6.75822	6.78323		6.75252	6.78982	6.90448	6.81999	6.80678	6.80652	6.78028	6.87685	6.75963	6.84504	6.81366
160	6.78027		6.73177	6.91214	6.86262	6.82636	6.8108	6.81729	6.80881	6.78508	6.87842	6.78988	6.81590		6.78615	6.82209	6.93644	6.84929	6.83793	6.83853	6.81258	6.90864	6.7929	6.87746	6.84602
170	6.8079		6.76072	6.93891	6.8886	6.85466	6.83846	6.84553	6.83702	6.81365	6.90765	6.81769	6.84431		6.81488	6.84996	6.96297	6.87686	6.86539	6.86528	6.841	6.93416	6.8216	6.90595	6.87360
180	6.83213		6.78544	6.96253	6.91094	6.8761	6.86295	6.87	6.86131	6.83847	6.93326	6.84175	6.86896		6.84008	6.8736	6.98621	6.90005	6.89051	6.88877	6.8649	6.95591	6.84633	6.93048	6.89728
190	6.85412		6.80855	6.98494	6.93077	6.89461	6.88537	6.89332	6.88386	6.86221	6.95615	6.86341	6.89179		6.86302	6.89569	7.00859	6.92199	6.91289	6.91062	6.88697	6.97828	6.86872	6.95268	6.91945
200	6.87254		6.83	7.00545	6.9519	6.91664	6.9062	6.91491	6.90607	6.88437	6.97849	6.8847	6.91371		6.88352	6.91806	7.02958	6.94149	6.93423	6.93147	6.90732	7.00079	6.88971	6.97326	6.94051
212	6.89496		6.85281	7.02846	6.97211	6.93852	6.92917	6.93855	6.92913	6.90854	7.00235	6.90832	6.93738		6.9067	6.94125	7.0518	6.96435	6.95756	6.95363	6.92971	7.02407	6.91198	6.99644	6.96317
224	6.91419		6.87501	7.0492	6.9932	6.95884	6.95121	6.95969	6.95145	6.93023	7.02585	6.93145	6.95973		6.92849	6.96314	7.0727	6.98533	6.97925	6.97456	6.95217	7.04359	6.93402	7.01752	6.98437
236	6.93395		6.89641	7.06984	7.013	6.98026	6.97205	6.98099	6.97234	6.95201	7.04853	6.9527	6.98131		6.95032	6.98231	7.0933	7.00591	6.99964	6.99501	6.97258	7.0642	6.95452	7.03824	7.00491
250	6.95522		6.92046	7.09386	7.03483	7.00307	6.99548	7.00554	6.99597	6.97725	7.07409	6.97766	7.00610		6.97453	7.00461	7.11528	7.02919	7.02356	7.01813	6.99682	7.08681	6.97803	7.06143	7.02824
265	6.97819		6.94639	7.11961	7.06156	7.02743	7.02126	7.03079	7.02137	7.00431	7.09983	7.00418	7.03210		6.99954	7.02808	7.14005	7.0523	7.04811	7.04121	7.02294	7.10918	7.00196	7.08583	7.05222
280	7.00147		6.97295	7.14758	7.08681	7.05334	7.04702	7.05719	7.0482	7.03168	7.1283	7.03063	7.05920		7.0252	7.05241	7.16418	7.07786	7.07373	7.06634	7.04865	7.13299	7.02686	7.11146	7.07726
300	7.03368		7.00985	7.18522	7.12188	7.09273	7.08345	7.09461	7.08588	7.07226	7.16715	7.06768	7.09752		7.06206	7.08645	7.20014	7.11408	7.11019	7.1	7.08491	7.16746	7.06196	7.14628	7.11212
315	7.05973		7.03985	7.21589	7.15066	7.12313	7.11307	7.12584	7.11598	7.10368	7.19789	7.09795	7.12827		7.09204	7.11327	7.22833	7.14258	7.13903	7.12727	7.11451	7.19341	7.08966	7.17369	7.13971
335	7.09769		7.08311	7.26065	7.1914	7.16771	7.15547	7.17086	7.16045	7.15027	7.24426	7.14153	7.17347		7.13453	7.15171	7.26929	7.1845	7.1804	7.16614	7.15748	7.23102	7.12889	7.2128	7.17927
355	7.13981		7.13267	7.31264	7.23866	7.21771	7.2034	7.22115	7.21008	7.2025	7.29774	7.19129	7.22455		7.18247	7.19426	7.31563	7.23128	7.22804	7.20929	7.20549	7.27292	7.17157	7.25646	7.22315
375	7.18978		7.18787	7.36903	7.29367	7.27338	7.25665	7.2786	7.26822	7.26249	7.35747	7.24738	7.28283		7.23843	7.24319	7.36848	7.28341	7.28082	7.2592	7.25929	7.3213	7.22095	7.30492	7.27313
400	7.26369		7.26889	7.45498	7.37532	7.35513	7.33446	7.36378	7.35239	7.35211	7.44655	7.33119	7.36920		7.31984	7.31575	7.44467	7.36388	7.35965	7.33122	7.33872	7.39157	7.29169	7.37698	7.34604
425	7.35259		7.36541	7.55462	7.47271	7.45325	7.42681	7.46428	7.45173	7.45661	7.55191	7.43014	7.47093		7.41671	7.40226	7.53518	7.45802	7.45324	7.41552	7.43194	7.47411	7.37642	7.46094	7.43179
450	7.45817		7.47558	7.67055	7.58411	7.56493	7.53411	7.57971	7.56674	7.57238	7.67099	7.54384	7.58673		7.52795	7.50498	7.64154	7.56874	7.5617	7.51165	7.53936	7.57136	7.47524	7.55823	7.53117
475	7.58112		7.59723	7.79888	7.707	7.69102	7.65538	7.71168	7.69487	7.68899	7.79938	7.66858	7.71270		7.64977	7.6236	7.76369	7.69552	7.68542	7.6211	7.65998	7.68163	7.58878	7.6694	7.64418
500	7.72037		7.72414	7.93958	7.8333	7.82774	7.78873	7.85721	7.83631	7.79539	7.93035	7.79149	7.84215		7.77823	7.75707	7.89901	7.83408	7.81971	7.7425	7.7862	7.80342	7.71675	7.79076	7.76793
530	7.90214		7.88439	8.11363	7.98186	8.00087	7.95143	8.03848	8.01651	7.92232	8.09666	7.90874	7.99654		7.94147	7.93253	8.07089	8.00523	7.98513	7.89664	7.93029	7.96343	7.88684	7.94358	7.92416
560	8.08299		8.05024	8.27739	8.1448	8.16881	8.10039	8.2121	8.19241	8.07142	8.2577	8.03149	8.15302		8.10342	8.10603	8.23732	8.17771	8.14993	8.04615	8.06277	8.12376	8.05983	8.08746	8.07599
600	8.27079		8.23353	8.4338	8.33753	8.342	8.25644	8.38395	8.36802	8.24689	8.41839	8.2024	8.32393		8.28014	8.29753	8.41649	8.37208	8.34032	8.20988	8.22457	8.30776	8.26333	8.24504	8.25012
630	8.35861		8.3211	8.49995	8.43264	8.42166	8.33592	8.45791	8.44648	8.3354	8.48788	8.29619	8.40477		8.36915	8.40218	8.51133	8.47215	8.43467	8.30538	8.31629	8.41325	8.37522	8.34315	8.35066
670	8.36248		8.33386	8.49503	8.45272	8.4298	8.35732	8.44941	8.44489	8.36055	8.48229	8.32937	8.41330		8.38862	8.44966	8.54395	8.49993	8.46621	8.36346	8.35412	8.47083	8.42635	8.41286	8.40552
710	8.26634		8.25766	8.40734	8.37783	8.34854	8.29667	8.35207	8.35413	8.29949	8.3946	8.27662	8.33538		8.31536	8.39801	8.48792	8.42668	8.39996	8.34331	8.30821	8.43954	8.37687	8.40104	8.37379
750	8.10773		8.12104	8.26711	8.23576	8.2066	8.17684	8.19717	8.20361	8.17583	8.25157	8.16102	8.19784		8.18274	8.27049	8.36435	8.28157	8.26587	8.25266	8.19709	8.33554	8.25006	8.31909	8.27089
800	7.87545		7.91371	8.06149	8.01848	7.99314	7.9865	7.97317	7.9846	7.98185	8.04279	7.97387	7.99126		7.97773	8.05559	8.15855	8.05636	8.05236	8.07889	8.00882	8.14626	8.03989	8.14563	8.08390
850	7.66208		7.71126	7.8644	7.80979	7.78686	7.79601	7.76434	7.77629	7.78542	7.84385	7.7828	7.79054		7.77386	7.84036	7.9514	7.83786	7.84232	7.88603	7.81577	7.9447	7.82715	7.95166	7.88506
900	7.48959		7.53907	7.69509	7.63106	7.61114	7.62808	7.59169	7.60127	7.61492	7.67464	7.61327	7.61916		7.60023	7.65352	7.76916	7.65155	7.65988	7.7101	7.64402	7.76193	7.64238	7.77213	7.70611
950	7.35653		7.40046	7.56013	7.48936	7.4712	7.48904	7.45359	7.46376	7.47692	7.53832	7.4755	7.48162		7.46	7.50358	7.62135	7.50379	7.51461	7.56302	7.50431	7.61182	7.49459	7.61989	7.55873
1000	7.25782		7.29377	7.45453	7.37956	7.36461	7.38247	7.35044	7.35673	7.36767	7.43457	7.36797	7.37548		7.35103	7.38696	7.50639	7.3899	7.40325	7.44537	7.39341	7.4929	7.37965	7.50041	7.44235
1060	7.17896		7.20437	7.36442	7.28486	7.27299	7.29018	7.26509	7.26799	7.27196	7.34592	7.27347	7.28489		7.25932	7.29011	7.40604	7.29488	7.30873	7.34309	7.29883	7.39128	7.28198	7.3963	7.34230
1120	7.12811		7.1429	7.30224	7.22318	7.21099	7.22488	7.20595	7.20729	7.20594	7.28554	7.20903	7.22275		7.19562	7.22461	7.33873	7.22981	7.24443	7.27066	7.23199	7.32085	7.21639	7.32157	7.27229
